nn_inference_us,octree_raycast_us,scene_graph_us,total_frame_us,jitter_us,fps,ram_allocated_mb,peak_ram_mb,active_tracks_count,id_switches,fragmentations,avg_localization_error_cm,voxel_update_skip_ratio,map_convergence_rate,voxel_divergence_error,gpu_wattage,cpu_temperature_c,gpu_temperature_c,function_tree
0,0,0,961577103,0,0.00,0,0,0,0,0,0.000,0.000,0.000,0.000,0.00,0.0,0.0,"FRAME_ROOT: (896665734/961577103)| func_0x5c589820d6e0: (3/3)| func_0x5c589820c390: (1/1)| func_0x5c589820b160: (9/22)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (2/2)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (2/2)| func_0x5c589820f770: (7/7)| func_0x5c589820c990: (7/20)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (7/7)| func_0x5c589820aee0: (4/11)| func_0x5c589820f770: (7/7)| func_0x5c589820cbe0: (4/14)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (4/4)| func_0x5c589820b160: (41/76)| func_0x5c589820f770: (13/13)| func_0x5c589820f770: (12/12)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (2/2)| func_0x5c589820f770: (7/7)| func_0x5c589820c990: (7/19)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (6/6)| func_0x5c589820aee0: (2/7)| func_0x5c589820f770: (5/5)| func_0x5c589820cbe0: (5/14)| func_0x5c589820f770: (4/4)| func_0x5c589820f770: (5/5)| func_0x5c589820afd0: (521219/521235)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (3/3)| func_0x5c589820f770: (1/1)| func_0x5c589820c780: (15/18)| func_0x5c589820f770: (2/2)| func_0x5c589820f770: (1/1)| func_0x5c589820afd0: (8/18)| func_0x5c589820f770: (2/2)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (1/1)| func_0x5c589820c780: (5/7)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (1/1)| func_0x5c5898209d20: (60807/64389904)| func_0x5c589820d6e0: (2/2)| func_0x5c589820d6e0: (2/2)| func_0x5c589820d6e0: (1/1)| func_0x5c589820d6e0: (1/1)| func_0x5c589820f770: (16/16)| func_0x5c589820f770: (3/3)| func_0x5c589820dc90: (1/1)| func_0x5c589820f770: (1/1)| func_0x5c589820f770: (4/4)| func_0x5c589820f190: (1097/1107)| func_0x5c589820d6e0: (1/1)| func_0x5c589820d6e0: (2/2)| func_0x5c589820d6e0: (1/1)| func_0x5c589820d6e0: (1/1)| func_0x5c589820d6e0: (5/5)| func_0x5c589820cd50: (80/15483548)| func_0x5c589820c400: (1/1)| func_0x5c589820f9d0: (1/1)| func_0x5c5898211480: (17/17)| func_0x5c589820f770: (6/6)| func_0x5c589820f9d0: (1/1)| func_0x5c5898211480: (38/38)| func_0x5c589820f770: (4/4)| func_0x5c589820b810: (2799/115230)| func_0x5c5898211480: (8/8)| func_0x5c589820f770: (5/5)| func_0x5c589820f770: (5/5)| func_0x5c589820f770: (6/6)| func_0x5c589820f770: (38/38)| func_0x5c5898210cc0: (821/821)| func_0x5c589820a4e0: (1889/1889)| func_0x5c5898211020: (1895/1895)| func_0x5c589820a4e0: (242/242)| func_0x5c5898211020: (2037/2037)| func_0x5c589820a4e0: (231/231)| func_0x5c5898211020: (2262/2262)| func_0x5c589820a4e0: (245/245)| func_0x5c5898211020: (1872/1872)| func_0x5c589820a4e0: (249/249)| func_0x5c5898211020: (1959/1959)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1945/1945)| func_0x5c589820a4e0: (234/234)| func_0x5c5898211020: (2008/2008)| func_0x5c589820a4e0: (278/278)| func_0x5c5898211020: (1904/1904)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1954/1954)| func_0x5c589820a4e0: (251/251)| func_0x5c5898211020: (1908/1908)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (2128/2128)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (1978/1978)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (1914/1914)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (1907/1907)| func_0x5c589820a4e0: (243/243)| func_0x5c5898211020: (1980/1980)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (1907/1907)| func_0x5c589820a4e0: (226/226)| func_0x5c5898211020: (1973/1973)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1829/1829)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1818/1818)| func_0x5c589820a4e0: (255/255)| func_0x5c5898211020: (1828/1828)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1925/1925)| func_0x5c589820a4e0: (219/219)| func_0x5c5898211020: (1834/1834)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1828/1828)| func_0x5c589820a4e0: (224/224)| func_0x5c5898211020: (1926/1926)| func_0x5c589820a4e0: (249/249)| func_0x5c5898211020: (1811/1811)| func_0x5c589820a4e0: (247/247)| func_0x5c5898211020: (1828/1828)| func_0x5c589820a4e0: (225/225)| func_0x5c5898211020: (1882/1882)| func_0x5c589820a4e0: (225/225)| "
